x,y,clusterID
103.447532653808594,56.022026062011719,1
105.187858581542969,56.267982482910156,1
103.424758911132812,56.450901031494141,1
105.049751281738281,56.508777618408203,1
103.352523803710938,56.395145416259766,1
101.929794311523438,55.973331451416016,1
101.853927612304688,56.129318237304688,1
105.128852844238281,56.285079956054688,1
103.396331787109375,56.714408874511719,1
101.780433654785156,55.945331573486328,1
103.500366210937500,56.844631195068359,1
105.649482727050781,56.632526397705078,1
103.189613342285156,56.815155029296875,1
103.530143737792969,55.988174438476562,1
105.938858032226562,56.588687896728516,1
102.244537353515625,56.641036987304688,1
102.024322509765625,56.015842437744141,1
103.084869384765625,56.252643585205078,1
102.301727294921875,56.665828704833984,1
103.288063049316406,56.253620147705078,1
103.058532714843750,56.721340179443359,1
102.057846069335938,56.390033721923828,1
103.713577270507812,56.621673583984375,1
103.370506286621094,56.113914489746094,1
103.445549011230469,56.295429229736328,1
101.961692810058594,55.859497070312500,1
102.537567138671875,56.151153564453125,1
102.275260925292969,57.263374328613281,1
102.469612121582031,56.826427459716797,1
103.124069213867188,57.023124694824219,1
102.381942749023438,57.225936889648438,1
105.706764221191406,56.116207122802734,1
103.462654113769531,56.532016754150391,1
105.368446350097656,56.162208557128906,1
103.495315551757812,56.252376556396484,1
103.360488891601562,56.413852691650391,1
103.676322937011719,56.623115539550781,1
105.684333801269531,56.185813903808594,1
102.347373962402344,57.168869018554688,1
103.085716247558594,56.447883605957031,1
103.783950805664062,56.521327972412109,1
102.532455444335938,56.764636993408203,1
103.415863037109375,56.820327758789062,1
103.117835998535156,56.791893005371094,1
105.635742187500000,56.343456268310547,1
103.143783569335938,56.851879119873047,1
102.206916809082031,56.640964508056641,1
102.548187255859375,57.239669799804688,1
102.263740539550781,57.269493103027344,1
102.040916442871094,55.990413665771484,1
102.718391418457031,56.820373535156250,1
105.923385620117188,56.535442352294922,1
103.769920349121094,56.068870544433594,1
105.175857543945312,56.577713012695312,1
103.726188659667969,56.673522949218750,1
102.759201049804688,56.039344787597656,1
103.342361450195312,56.136581420898438,1
102.069816589355469,56.405445098876953,1
102.043167114257812,56.211051940917969,1
105.051330566406250,56.333900451660156,1
102.452751159667969,56.187583923339844,1
102.853469848632812,56.893337249755859,1
102.002418518066406,55.931053161621094,1
102.920433044433594,56.430698394775391,1
102.975402832031250,56.593006134033203,1
105.331192016601562,56.195964813232422,1
103.301010131835938,56.252746582031250,1
102.417877197265625,56.736644744873047,1
105.606590270996094,56.735126495361328,1
103.870147705078125,56.684650421142578,1
105.860427856445312,56.528270721435547,1
101.904090881347656,56.321548461914062,1
105.506126403808594,56.330177307128906,1
103.201988220214844,56.538078308105469,1
102.256912231445312,56.592723846435547,1
104.846282958984375,56.279750823974609,1
105.683380126953125,56.089664459228516,1
102.619331359863281,56.909709930419922,1
103.819068908691406,56.577743530273438,1
103.797241210937500,56.403186798095703,1
103.103324890136719,56.993026733398438,1
102.342651367187500,56.599792480468750,1
102.495437622070312,56.739410400390625,1
102.322685241699219,56.395431518554688,1
103.661781311035156,56.492771148681641,1
102.362556457519531,57.157093048095703,1
105.242935180664062,56.169120788574219,1
102.593658447265625,57.034439086914062,1
105.109649658203125,56.657279968261719,1
103.637184143066406,56.622848510742188,1
103.722213745117188,56.248367309570312,1
105.914535522460938,56.542240142822266,1
